id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
352,Kiss Me Kiss Me,5 Seconds Of Summer,rock,intense,0.943,155,0.401,0.482,0.0
353,Lie To Me,5 Seconds Of Summer,rock,uplifting,0.478,162,0.7,0.642,0.011
354,Lonely Heart,5 Seconds Of Summer,rock,chill,0.714,140,0.264,0.6,0.043
355,Long Way Home,5 Seconds Of Summer,rock,happy,0.881,176,0.8,0.461,0.01
356,Lost Boy,5 Seconds Of Summer,rock,chill,0.944,131,0.535,0.61,0.005
357,Lover Of Mine,5 Seconds Of Summer,rock,intense,0.859,120,0.327,0.553,0.194
358,Meet You There,5 Seconds Of Summer,rock,energetic,0.712,145,0.701,0.738,0.01
359,Monster Among Men,5 Seconds Of Summer,rock,chill,0.679,166,0.48,0.502,0.092
360,More,5 Seconds Of Summer,rock,intense,0.864,119,0.184,0.585,0.001
361,Moving Along,5 Seconds Of Summer,rock,happy,0.83,155,0.854,0.723,0.005
362,Mrs All American,5 Seconds Of Summer,rock,happy,0.935,145,0.712,0.587,0.001
363,Never Be,5 Seconds Of Summer,rock,chill,0.831,152,0.519,0.597,0.006
364,No Shame,5 Seconds Of Summer,rock,chill,0.808,118,0.484,0.584,0.018
365,Not In The Same Way,5 Seconds Of Summer,rock,uplifting,0.671,146,0.743,0.697,0.185
366,Old Me,5 Seconds Of Summer,rock,energetic,0.621,141,0.479,0.732,0.313
367,Out Of My Limit,5 Seconds Of Summer,rock,happy,0.883,152,0.705,0.654,0.0
368,Red Desert,5 Seconds Of Summer,rock,chill,0.831,145,0.454,0.508,0.021
369,She Looks So Perfect,5 Seconds Of Summer,rock,intense,0.952,162,0.446,0.501,0.001
370,Social Casualty,5 Seconds Of Summer,rock,intense,0.919,168,0.416,0.525,0.0
371,Story Of Another Us,5 Seconds Of Summer,rock,chill,0.877,154,0.563,0.5,0.002
372,Talk Fast,5 Seconds Of Summer,rock,energetic,0.72,153,0.615,0.814,0.032
373,Teenage Dream,5 Seconds Of Summer,rock,chill,0.935,143,0.473,0.573,0.001
374,Teeth,5 Seconds Of Summer,rock,moody,0.448,148,0.436,0.767,0.051
375,The Only Reason,5 Seconds Of Summer,rock,intense,0.813,166,0.302,0.355,0.0
376,The Space Between A Rock And A Hard Place,5 Seconds Of Summer,rock,chill,0.961,175,0.588,0.504,0.004
377,Thin White Lies,5 Seconds Of Summer,rock,chill,0.859,155,0.617,0.565,0.016
378,Tomorrow Never Dies,5 Seconds Of Summer,rock,chill,0.818,160,0.518,0.49,0.004
379,Unpredictable,5 Seconds Of Summer,rock,happy,0.84,159,0.708,0.599,0.001
380,Valentine,5 Seconds Of Summer,rock,energetic,0.768,120,0.782,0.757,0.06
381,Vapor,5 Seconds Of Summer,rock,chill,0.862,159,0.537,0.514,0.012
382,Voodoo Doll,5 Seconds Of Summer,rock,intense,0.978,152,0.336,0.476,0.01
383,Want You Back,5 Seconds Of Summer,rock,chill,0.868,122,0.585,0.627,0.007
384,What I Like About You,5 Seconds Of Summer,rock,chill,0.966,162,0.592,0.431,0.0
385,Wherever You Are,5 Seconds Of Summer,rock,chill,0.816,119,0.464,0.57,0.017
386,Wildflower,5 Seconds Of Summer,rock,chill,0.769,129,0.605,0.653,0.174
387,Woke Up In Japan,5 Seconds Of Summer,rock,happy,0.864,141,0.654,0.687,0.012
388,Youngblood,5 Seconds Of Summer,rock,intense,0.855,137,0.154,0.604,0.017
389,21 Questions,50 Cent,hip-hop,happy,0.808,117,0.918,0.584,0.353
390,9 Shots,50 Cent,hip-hop,chill,0.773,117,0.487,0.611,0.292
391,A Baltimore Love Thing,50 Cent,hip-hop,happy,0.818,112,0.723,0.606,0.269
392,All Of Me,50 Cent,hip-hop,chill,0.716,114,0.521,0.572,0.014
393,Amusement Park,50 Cent,hip-hop,happy,0.894,112,0.659,0.539,0.088
394,Baby By Me,50 Cent,hip-hop,intense,0.828,181,0.359,0.62,0.004
395,Back Down,50 Cent,hip-hop,energetic,0.634,117,0.23,0.795,0.262
396,Best Friend,50 Cent,hip-hop,uplifting,0.637,176,0.668,0.557,0.395
397,Blood Hound,50 Cent,hip-hop,happy,0.899,167,0.941,0.792,0.011
398,Build You Up,50 Cent,hip-hop,energetic,0.771,122,0.855,0.835,0.209
399,Bump Dat Street Mix,50 Cent,hip-hop,chill,0.558,121,0.563,0.74,0.163
400,Candy Shop,50 Cent,hip-hop,uplifting,0.575,140,0.763,0.623,0.025
401,Crime Wave,50 Cent,hip-hop,happy,0.899,110,0.666,0.447,0.0
402,Curtis 187,50 Cent,hip-hop,energetic,0.862,116,0.507,0.753,0.201
403,Death To My Enemies,50 Cent,hip-hop,chill,0.969,118,0.514,0.471,0.187
404,Disco Inferno,50 Cent,hip-hop,energetic,0.66,122,0.718,0.938,0.206
405,Do You Think About Me,50 Cent,hip-hop,intense,0.828,120,0.289,0.596,0.007
406,Fire,50 Cent,hip-hop,happy,0.795,126,0.74,0.735,0.028
407,Flight 187,50 Cent,hip-hop,chill,0.866,154,0.566,0.559,0.188
408,Follow My Lead,50 Cent,hip-hop,energetic,0.612,119,0.766,0.778,0.551
409,Fully Loaded Clip,50 Cent,hip-hop,chill,0.724,135,0.351,0.657,0.205
410,Gatman And Robbin,50 Cent,hip-hop,uplifting,0.911,171,0.63,0.698,0.395
411,Get In My Car,50 Cent,hip-hop,happy,0.867,108,0.793,0.704,0.106
412,Get Up,50 Cent,hip-hop,intense,0.886,119,0.41,0.717,0.03
413,God Gave Me Style,50 Cent,hip-hop,uplifting,0.759,119,0.666,0.404,0.021
414,Gotta Make It To Heaven,50 Cent,hip-hop,uplifting,0.853,119,0.627,0.454,0.029
415,Gunz Come Out,50 Cent,hip-hop,chill,0.938,118,0.48,0.583,0.171
416,Hate It Or Love It,50 Cent,hip-hop,energetic,0.761,124,0.549,0.81,0.271
417,Heat,50 Cent,hip-hop,happy,0.969,112,0.688,0.526,0.26
418,High All The Time,50 Cent,hip-hop,chill,0.912,116,0.568,0.672,0.027
419,Hold Me Down,50 Cent,hip-hop,chill,0.778,111,0.487,0.581,0.004
420,Hold On,50 Cent,hip-hop,dreamy,0.597,112,0.549,0.744,0.712
421,I Get Money,50 Cent,hip-hop,chill,0.888,135,0.617,0.543,0.293
422,I Got Swag,50 Cent,hip-hop,chill,0.871,175,0.522,0.624,0.015
423,In Da Club,50 Cent,hip-hop,energetic,0.721,117,0.814,0.915,0.26
424,In My Hood,50 Cent,hip-hop,energetic,0.728,117,0.48,0.824,0.177
425,Just A Lil Bit,50 Cent,hip-hop,chill,0.693,122,0.533,0.496,0.032
426,Lifes On The Line,50 Cent,hip-hop,happy,0.841,120,0.777,0.682,0.008
427,Like My Style,50 Cent,hip-hop,happy,0.828,140,0.824,0.817,0.232
428,Movin On Up,50 Cent,hip-hop,uplifting,0.738,178,0.68,0.427,0.015
429,My Gun Go Off,50 Cent,hip-hop,chill,0.761,114,0.278,0.641,0.092
430,My Toy Soldier,50 Cent,hip-hop,happy,0.834,126,0.715,0.654,0.35
431,Outlaw,50 Cent,hip-hop,energetic,0.612,107,0.161,0.754,0.084
432,Outta Control,50 Cent,hip-hop,chill,0.588,119,0.58,0.781,0.027
433,Patiently Waiting,50 Cent,hip-hop,chill,0.676,110,0.525,0.546,0.245
434,Peep Show,50 Cent,hip-hop,energetic,0.696,129,0.66,0.796,0.042
435,Piggy Bank,50 Cent,hip-hop,happy,0.846,111,0.882,0.487,0.012
436,Poor Lil Rich,50 Cent,hip-hop,intense,0.825,116,0.37,0.728,0.023
437,Position Of Power,50 Cent,hip-hop,uplifting,0.825,169,0.647,0.702,0.22
438,Psycho,50 Cent,hip-hop,uplifting,0.692,116,0.777,0.668,0.109
439,Ryder Music,50 Cent,hip-hop,energetic,0.609,118,0.651,0.776,0.048
440,Ski Mask Way,50 Cent,hip-hop,uplifting,0.77,174,0.779,0.646,0.139
441,So Amazing,50 Cent,hip-hop,energetic,0.725,120,0.896,0.783,0.054
442,So Disrespectful,50 Cent,hip-hop,chill,0.859,171,0.566,0.697,0.003
443,Straight To The Bank,50 Cent,hip-hop,chill,0.847,174,0.525,0.651,0.112
444,Stretch,50 Cent,hip-hop,happy,0.84,166,0.679,0.734,0.02
445,Strong Enough,50 Cent,hip-hop,intense,0.87,161,0.313,0.58,0.047
446,Surrounded By Hoes,50 Cent,hip-hop,energetic,0.615,119,0.822,0.751,0.543
447,Talk About Me,50 Cent,hip-hop,chill,0.766,127,0.577,0.591,0.013
448,The Invitation,50 Cent,hip-hop,chill,0.942,115,0.47,0.416,0.033
449,Then Days Went By,50 Cent,hip-hop,uplifting,0.624,109,0.663,0.594,0.028
450,This Is 50,50 Cent,hip-hop,intense,0.835,118,0.407,0.832,0.183
451,Too Rich For The Bitch,50 Cent,hip-hop,moody,0.405,141,0.317,0.86,0.265
452,Touch The Sky,50 Cent,hip-hop,chill,0.855,114,0.58,0.554,0.135
453,U Not Like Me,50 Cent,hip-hop,happy,0.848,118,0.841,0.817,0.056
454,What If,50 Cent,hip-hop,chill,0.761,117,0.49,0.624,0.001
455,What Up Gangsta,50 Cent,hip-hop,chill,0.768,113,0.348,0.69,0.002
456,When It Rains It Pours,50 Cent,hip-hop,energetic,0.741,112,0.223,0.737,0.012
457,Window Shopper,50 Cent,hip-hop,chill,0.673,171,0.388,0.547,0.063
458,1958,A Day To Remember,rock,intense,0.956,159,0.238,0.245,0.0
459,2Nd Sucks,A Day To Remember,rock,intense,0.99,149,0.163,0.501,0.0
460,A Second Glance,A Day To Remember,rock,intense,0.913,185,0.355,0.198,0.001
461,A Shot In The Dark,A Day To Remember,rock,intense,0.957,183,0.353,0.365,0.0
462,All I Want,A Day To Remember,rock,intense,0.982,162,0.209,0.354,0.0
463,All Signs Point To Lauderdale,A Day To Remember,rock,chill,0.984,155,0.519,0.431,0.0
464,Another Song About The Weekend,A Day To Remember,rock,happy,0.942,164,0.651,0.449,0.0
465,Bad Vibrations,A Day To Remember,rock,intense,0.996,141,0.061,0.557,0.0
466,Best Of Me,A Day To Remember,rock,uplifting,0.968,162,0.647,0.447,0.001
467,Better Off This Way,A Day To Remember,rock,chill,0.966,162,0.572,0.385,0.0
468,Bloodsucker,A Day To Remember,rock,uplifting,0.764,140,0.624,0.622,0.006
469,Brick Wall,A Day To Remember,rock,intense,0.959,109,0.211,0.18,0.0
470,Bullfight,A Day To Remember,rock,intense,0.955,162,0.252,0.361,0.0
471,City Of Ocala,A Day To Remember,rock,chill,0.991,147,0.467,0.447,0.003
472,Degenerates,A Day To Remember,rock,happy,0.926,109,0.673,0.382,0.074
473,End Of Me,A Day To Remember,rock,intense,0.833,140,0.341,0.454,0.001
474,Everything We Need,A Day To Remember,rock,chill,0.765,112,0.596,0.471,0.017
475,Exposed,A Day To Remember,rock,intense,0.986,130,0.266,0.385,0.0
476,Fast Forward To 2012,A Day To Remember,rock,happy,0.94,152,0.684,0.561,0.0
477,Forgive And Forget,A Day To Remember,rock,chill,0.654,133,0.086,0.252,0.184
478,Have Faith In Me,A Day To Remember,rock,happy,0.934,155,0.723,0.514,0.0
479,Heartless,A Day To Remember,rock,intense,0.956,134,0.194,0.374,0.004
480,High Diving,A Day To Remember,rock,intense,0.935,122,0.365,0.592,0.009
481,Homesick,A Day To Remember,rock,intense,0.958,130,0.436,0.287,0.0
482,I Remember,A Day To Remember,rock,moody,0.328,149,0.545,0.49,0.171
483,I Surrender,A Day To Remember,rock,chill,0.908,141,0.609,0.57,0.032
484,If I Leave,A Day To Remember,rock,intense,0.99,159,0.231,0.415,0.0
485,If It Means A Lot To You,A Day To Remember,rock,chill,0.71,141,0.49,0.625,0.181
486,If Looks Could Kill,A Day To Remember,rock,intense,0.929,142,0.407,0.332,0.001
487,In Florida,A Day To Remember,rock,uplifting,0.928,162,0.642,0.497,0.0
488,Justified,A Day To Remember,rock,intense,0.895,140,0.044,0.381,0.0
489,Life Lessons Learned The Hard Way,A Day To Remember,rock,intense,0.987,142,0.14,0.329,0.0
490,Looks Like Hell,A Day To Remember,rock,intense,0.848,187,0.375,0.195,0.003
491,Mindreader,A Day To Remember,rock,happy,0.932,159,0.828,0.554,0.004
492,Monument,A Day To Remember,rock,intense,0.963,162,0.341,0.355,0.0
493,My Life For Hire,A Day To Remember,rock,happy,0.908,152,0.658,0.422,0.0
494,Naivety,A Day To Remember,rock,intense,0.98,171,0.337,0.356,0.0
495,Negative Space,A Day To Remember,rock,intense,0.942,146,0.17,0.488,0.0
496,Nj Legion Iced Tea,A Day To Remember,rock,happy,0.86,155,0.673,0.498,0.0
497,Only Money,A Day To Remember,rock,chill,0.653,159,0.218,0.522,0.004
498,Out Of Time,A Day To Remember,rock,intense,0.977,162,0.346,0.41,0.0
499,Paranoia,A Day To Remember,rock,intense,0.993,155,0.348,0.415,0.0
500,Permanent,A Day To Remember,rock,uplifting,0.946,143,0.635,0.488,0.0
501,Reassemble,A Day To Remember,rock,intense,0.913,167,0.069,0.217,0.002
502,Resentment,A Day To Remember,rock,intense,0.956,138,0.145,0.503,0.0
503,Right Back At It Again,A Day To Remember,rock,intense,0.994,168,0.309,0.3,0.0
504,Right Where You Want Me To Be,A Day To Remember,rock,chill,0.948,168,0.479,0.327,0.0
505,Same About You,A Day To Remember,rock,intense,0.878,172,0.394,0.384,0.001
506,Since U Been Gone,A Day To Remember,rock,happy,0.952,141,0.729,0.634,0.005
507,Sound The Alarm,A Day To Remember,rock,intense,0.879,156,0.038,0.256,0.019
508,Speak Of The Devil,A Day To Remember,rock,chill,0.967,183,0.508,0.361,0.001
509,Start The Shooting,A Day To Remember,rock,chill,0.921,118,0.513,0.425,0.0
510,The Danger In Starting A Fire,A Day To Remember,rock,intense,0.911,119,0.368,0.307,0.001
511,The Document Speaks For Itself,A Day To Remember,rock,intense,0.986,159,0.058,0.22,0.0
512,The Downfall Of Us All,A Day To Remember,rock,happy,0.882,143,0.717,0.596,0.0
513,The Plot To Bomb The Panhandle,A Day To Remember,rock,chill,0.979,187,0.463,0.376,0.0
514,This Is The House That Doubt Built,A Day To Remember,rock,intense,0.947,176,0.202,0.29,0.001
515,Turn Off The Radio,A Day To Remember,rock,intense,0.962,159,0.321,0.429,0.0
516,Viva La Mexico,A Day To Remember,rock,intense,0.843,143,0.403,0.589,0.002
517,We Got This,A Day To Remember,rock,intense,0.973,146,0.294,0.37,0.0
518,Welcome To The Family,A Day To Remember,rock,happy,0.944,168,0.722,0.424,0.0
519,You Already Know What You Are,A Day To Remember,rock,chill,0.887,162,0.57,0.437,0.001
520,You Had Me At Hello,A Day To Remember,rock,chill,0.631,168,0.426,0.337,0.465
521,You Should Have Killed Me When You Had The Chance,A Day To Remember,rock,intense,0.953,143,0.176,0.32,0.034
522,Your Way With Words Is Through Silence,A Day To Remember,rock,intense,0.987,126,0.256,0.306,0.012
523,Award Tour,A Tribe Called Quest,hip-hop,chill,0.594,122,0.543,0.826,0.003
524,Black Spasmodic,A Tribe Called Quest,hip-hop,chill,0.576,120,0.595,0.891,0.085
525,Bonita Applebum,A Tribe Called Quest,hip-hop,happy,0.808,138,0.873,0.896,0.002
526,Clap Your Hands,A Tribe Called Quest,hip-hop,energetic,0.72,119,0.714,0.829,0.127
527,Conrad Tokyo,A Tribe Called Quest,hip-hop,chill,0.609,121,0.243,0.685,0.602
528,Dis Generation,A Tribe Called Quest,hip-hop,happy,0.791,121,0.659,0.749,0.067
529,Ego,A Tribe Called Quest,hip-hop,uplifting,0.705,173,0.636,0.638,0.225
530,Electric Relaxation,A Tribe Called Quest,hip-hop,chill,0.528,122,0.534,0.905,0.002
531,I Left My Wallet In El Segundo,A Tribe Called Quest,hip-hop,uplifting,0.547,123,0.901,0.839,0.119
532,Lost Somebody,A Tribe Called Quest,hip-hop,chill,0.753,177,0.337,0.517,0.337
533,Lyrics To Go,A Tribe Called Quest,hip-hop,uplifting,0.567,122,0.803,0.776,0.325
534,Melatonin,A Tribe Called Quest,hip-hop,chill,0.494,120,0.423,0.703,0.291
535,Mobius,A Tribe Called Quest,hip-hop,energetic,0.755,119,0.387,0.762,0.155
536,Movin Backwards,A Tribe Called Quest,hip-hop,uplifting,0.581,117,0.722,0.617,0.321
537,Oh My God,A Tribe Called Quest,hip-hop,uplifting,0.426,120,0.821,0.886,0.015
538,Solid Wall Of Sound,A Tribe Called Quest,hip-hop,chill,0.685,153,0.478,0.68,0.311
539,The Donald,A Tribe Called Quest,hip-hop,energetic,0.601,121,0.644,0.751,0.606
540,The Killing Season,A Tribe Called Quest,hip-hop,uplifting,0.757,117,0.645,0.657,0.184
541,The Space Program,A Tribe Called Quest,hip-hop,chill,0.706,125,0.539,0.621,0.427
542,Whateva Will Be,A Tribe Called Quest,hip-hop,energetic,0.605,119,0.718,0.806,0.253
543,4 Page Letter,Aaliyah,R&B,chill,0.467,136,0.344,0.822,0.022
544,All I Need,Aaliyah,R&B,uplifting,0.577,143,0.652,0.458,0.652
545,Erica Kane,Aaliyah,R&B,energetic,0.743,150,0.936,0.772,0.355
546,Extra Smooth,Aaliyah,R&B,energetic,0.719,119,0.648,0.836,0.017
547,Hot Like Fire,Aaliyah,R&B,energetic,0.716,112,0.672,0.737,0.095
548,I Am Music,Aaliyah,R&B,uplifting,0.677,107,0.651,0.478,0.255
549,I Can Be,Aaliyah,R&B,intense,0.815,157,0.14,0.709,0.019
550,I Care 4 U,Aaliyah,R&B,relaxed,0.449,148,0.273,0.48,0.796
551,I Refuse,Aaliyah,R&B,intense,0.803,137,0.242,0.512,0.277
552,If Your Girl Only Knew,Aaliyah,R&B,energetic,0.738,116,0.824,0.848,0.159
553,John Blaze,Aaliyah,R&B,energetic,0.672,141,0.641,0.86,0.451
554,Man Undercover,Aaliyah,R&B,energetic,0.71,140,0.785,0.888,0.05
555,Messed Up,Aaliyah,R&B,happy,0.908,113,0.709,0.775,0.023
556,Miss You,Aaliyah,R&B,moody,0.338,130,0.508,0.688,0.655
557,More Than A Woman,Aaliyah,R&B,uplifting,0.65,115,0.767,0.664,0.079
558,Never No More,Aaliyah,R&B,chill,0.609,101,0.599,0.597,0.397
559,One In A Million,Aaliyah,R&B,chill,0.55,138,0.371,0.717,0.035
560,Read Between The Lines,Aaliyah,R&B,happy,0.893,164,0.974,0.707,0.001
561,Rock The Boat,Aaliyah,R&B,chill,0.726,119,0.42,0.646,0.07
562,The One I Gave My Heart To,Aaliyah,R&B,chill,0.565,140,0.362,0.678,0.447
563,Those Were The Days,Aaliyah,R&B,happy,0.844,115,0.918,0.743,0.545
564,Try Again,Aaliyah,R&B,energetic,0.652,119,0.75,0.805,0.087
565,U Got Nerve,Aaliyah,R&B,energetic,0.729,131,0.71,0.82,0.009
566,What If,Aaliyah,R&B,chill,0.728,151,0.59,0.56,0.005
567,Angola Bound,Aaron Neville,soul music,happy,0.92,118,0.685,0.77,0.103
568,Be My Baby,Aaron Neville,soul music,uplifting,0.29,129,0.74,0.685,0.239
569,Betcha By Golly Wow,Aaron Neville,soul music,relaxed,0.433,152,0.383,0.583,0.851
570,Close Your Eyes,Aaron Neville,soul music,relaxed,0.316,121,0.081,0.416,0.73
571,Cry Me A River,Aaron Neville,soul music,relaxed,0.216,162,0.252,0.467,0.917
572,Feelings,Aaron Neville,soul music,moody,0.368,146,0.425,0.511,0.488
573,For The Good Times,Aaron Neville,soul music,uplifting,0.687,130,0.892,0.599,0.283
574,Hercules,Aaron Neville,soul music,uplifting,0.492,166,0.977,0.666,0.778
575,Louisiana 1927,Aaron Neville,soul music,moody,0.383,102,0.183,0.478,0.681
576,My True Story,Aaron Neville,soul music,uplifting,0.372,172,0.626,0.437,0.68
577,She Took You For A Ride,Aaron Neville,soul music,uplifting,0.347,176,0.879,0.427,0.59
578,Tears On My Pillow,Aaron Neville,soul music,relaxed,0.311,124,0.465,0.733,0.705
579,Tell It Like It Is,Aaron Neville,soul music,uplifting,0.461,120,0.636,0.55,0.465
580,The Bells,Aaron Neville,soul music,moody,0.43,152,0.29,0.487,0.47
581,The Grand Tour,Aaron Neville,soul music,chill,0.472,116,0.414,0.555,0.474
582,To Make Me Who I Am,Aaron Neville,soul music,relaxed,0.319,82,0.222,0.33,0.936
583,Under The Boardwalk,Aaron Neville,soul music,relaxed,0.392,134,0.709,0.775,0.759
584,Warm Your Heart,Aaron Neville,soul music,relaxed,0.409,105,0.397,0.444,0.8
585,You Never Can Tell,Aaron Neville,soul music,happy,0.983,159,0.908,0.677,0.291
586,Angeleyes,Abba,pop,happy,0.828,145,0.975,0.721,0.497
587,As Good As New,Abba,pop,uplifting,0.728,155,0.669,0.414,0.03
588,Bumblebee,Abba,pop,relaxed,0.271,146,0.23,0.461,0.722
589,Cassandra,Abba,pop,dreamy,0.56,162,0.501,0.385,0.604
590,Chiquitita,Abba,pop,relaxed,0.433,114,0.373,0.524,0.716
591,Crazy World,Abba,pop,chill,0.628,146,0.543,0.472,0.406
592,Dancing Queen,Abba,pop,happy,0.826,124,0.723,0.515,0.175
593,Does Your Mother Know,Abba,pop,energetic,0.696,146,0.989,0.726,0.147
594,Eagle,Abba,pop,chill,0.662,114,0.618,0.492,0.179
595,Elaine,Abba,pop,happy,0.827,158,0.905,0.575,0.114
596,Fernando,Abba,pop,chill,0.486,130,0.444,0.346,0.427
597,Gonna Sing You My Love Song,Abba,pop,chill,0.523,111,0.407,0.542,0.534
598,Happy Hawaii,Abba,pop,intense,0.812,135,0.339,0.52,0.3
599,Happy New Year,Abba,pop,relaxed,0.224,144,0.281,0.509,0.747
600,He Is Your Brother,Abba,pop,uplifting,0.744,174,0.976,0.422,0.088
601,Head Over Heels,Abba,pop,uplifting,0.531,137,0.829,0.842,0.63
602,Hole In Your Soul,Abba,pop,intense,0.913,168,0.147,0.215,0.001
603,I Am Just A Girl,Abba,pop,moody,0.352,123,0.41,0.422,0.645
604,I Am The City,Abba,pop,happy,0.859,145,0.963,0.782,0.183
605,I Can Be That Woman,Abba,pop,relaxed,0.358,145,0.37,0.596,0.837
606,I Have A Dream,Abba,pop,moody,0.313,126,0.493,0.547,0.579
607,I Still Have Faith In You,Abba,pop,moody,0.363,107,0.362,0.21,0.418
608,Just A Notion,Abba,pop,happy,0.796,144,0.839,0.592,0.259
609,Keep An Eye On Dan,Abba,pop,chill,0.592,134,0.412,0.68,0.728
610,King Kong Song,Abba,pop,happy,0.902,159,0.862,0.524,0.059
611,Kisses Of Fire,Abba,pop,uplifting,0.764,146,0.626,0.58,0.209
612,Lay All Your Love On Me,Abba,pop,uplifting,0.494,145,0.691,0.671,0.015
613,Little Things,Abba,pop,relaxed,0.165,108,0.597,0.656,0.894
614,Mamma Mia,Abba,pop,energetic,0.666,148,0.852,0.738,0.413
615,Man In The Middle,Abba,pop,uplifting,0.717,167,0.972,0.656,0.076
616,No Doubt About It,Abba,pop,uplifting,0.708,155,0.804,0.624,0.2
617,On And On And On,Abba,pop,uplifting,0.675,141,0.958,0.698,0.085
618,One Of Us,Abba,pop,uplifting,0.388,112,0.863,0.655,0.495
619,Our Last Summer,Abba,pop,chill,0.659,122,0.513,0.487,0.332
620,People Need Love,Abba,pop,uplifting,0.519,159,0.887,0.522,0.228
621,Ring Ring,Abba,pop,happy,0.848,147,0.979,0.555,0.054
622,Rock Me,Abba,pop,happy,0.865,144,0.804,0.66,0.389
623,Should I Laugh Or Cry,Abba,pop,energetic,0.617,127,0.555,0.771,0.095
624,Slipping Through My Fingers,Abba,pop,relaxed,0.424,147,0.278,0.495,0.769
625,So Long,Abba,pop,happy,0.894,161,0.83,0.266,0.019
626,Soldiers,Abba,pop,uplifting,0.641,173,0.801,0.387,0.054
627,Sos,Abba,pop,chill,0.566,139,0.514,0.395,0.06
628,Summer Night City,Abba,pop,uplifting,0.72,143,0.854,0.483,0.013
629,Super Trouper,Abba,pop,uplifting,0.44,135,0.931,0.779,0.374
630,Take A Chance On Me,Abba,pop,uplifting,0.662,128,0.779,0.652,0.029
631,Thank You For The Music,Abba,pop,moody,0.411,124,0.431,0.52,0.434
632,The Day Before You Came,Abba,pop,uplifting,0.387,129,0.743,0.813,0.041
633,The King Has Lost His Crown,Abba,pop,chill,0.643,133,0.456,0.714,0.089
634,The Name Of The Game,Abba,pop,uplifting,0.509,109,0.676,0.629,0.261
635,The Piper,Abba,pop,chill,0.543,172,0.446,0.406,0.173
636,The Winner Takes It All,Abba,pop,chill,0.564,141,0.534,0.462,0.373
